Country,Year,Crop,Yield,Pesticide_Usage,Avg_temperature,Average_rainfall_mm_per_year,climate_factor,yield_lag,rolling_avg_yield
Albania,1991,Maize,29068,121.0,15.36,1485.0,22809.6,36613.0,36613.0
Albania,1992,Maize,24876,121.0,16.06,1485.0,23849.1,29068.0,32840.5
Albania,1993,Maize,24185,121.0,16.05,1485.0,23834.25,24876.0,30185.666666666668
Albania,1994,Maize,25848,201.0,16.96,1485.0,25185.600000000002,24185.0,28685.5
Albania,1995,Maize,31300,251.0,15.67,1485.0,23269.95,25848.0,28118.0
Albania,1996,Maize,32604,313.96,15.64,1485.0,23225.4,31300.0,27055.4
Albania,1997,Maize,31862,376.93,15.9,1485.0,23611.5,32604.0,27762.6
Albania,1998,Maize,33416,439.89,16.27,1485.0,24160.95,31862.0,29159.8
Albania,1999,Maize,37455,502.86,16.57,1485.0,24606.45,33416.0,31006.0
Albania,2000,Maize,38811,565.82,16.67,1485.0,24754.95,37455.0,33327.4
Albania,2001,Maize,38135,628.79,16.59,1485.0,24636.15,38811.0,34829.6
Albania,2002,Maize,39460,691.75,16.47,1485.0,24457.949999999997,38135.0,35935.8
Albania,2004,Maize,46197,817.68,16.16,1485.0,23997.6,39460.0,37455.4
Albania,2005,Maize,45442,880.64,15.67,1485.0,23269.95,46197.0,40011.6
Albania,2006,Maize,50111,943.61,15.92,1485.0,23641.2,45442.0,41609.0
Albania,2007,Maize,46732,1006.57,16.67,1485.0,24754.95,50111.0,43869.0
Albania,2008,Maize,50000,1069.54,16.71,1485.0,24814.350000000002,46732.0,45588.4
Albania,2009,Maize,55693,1132.5,16.73,1485.0,24844.05,50000.0,47696.4
Albania,2010,Maize,66790,1311.17,16.52,1485.0,24532.2,55693.0,49595.6
Albania,2011,Maize,59869,1302.63,16.45,1485.0,24428.25,66790.0,53865.2
Albania,2012,Maize,67290,766.25,16.7,1485.0,24799.5,59869.0,55816.8
Albania,2013,Maize,69533,982.32,17.41,1485.0,25853.85,67290.0,59928.4
Albania,1990,Potatoes,66667,121.0,16.37,1485.0,24309.45,69533.0,63835.0
Albania,1991,Potatoes,77818,121.0,15.36,1485.0,22809.6,66667.0,66029.8
Albania,1992,Potatoes,82920,121.0,16.06,1485.0,23849.1,77818.0,68235.4
Albania,1993,Potatoes,98446,121.0,16.05,1485.0,23834.25,82920.0,72845.6
Albania,1994,Potatoes,81404,201.0,16.96,1485.0,25185.600000000002,98446.0,79076.8
Albania,1995,Potatoes,111323,251.0,15.67,1485.0,23269.95,81404.0,81451.0
Albania,1996,Potatoes,106138,313.96,15.64,1485.0,23225.4,111323.0,90382.2
Albania,1997,Potatoes,109874,376.93,15.9,1485.0,23611.5,106138.0,96046.2
Albania,1998,Potatoes,127212,439.89,16.27,1485.0,24160.95,109874.0,101437.0
Albania,1999,Potatoes,142018,502.86,16.57,1485.0,24606.45,127212.0,107190.2
Albania,2000,Potatoes,141228,565.82,16.67,1485.0,24754.95,142018.0,119313.0
Albania,2001,Potatoes,148818,628.79,16.59,1485.0,24636.15,141228.0,125294.0
Albania,2002,Potatoes,153868,691.75,16.47,1485.0,24457.949999999997,148818.0,133830.0
Albania,2004,Potatoes,149346,817.68,16.16,1485.0,23997.6,153868.0,142628.8
Albania,2005,Potatoes,167061,880.64,15.67,1485.0,23269.95,149346.0,147055.6
Albania,2006,Potatoes,170745,943.61,15.92,1485.0,23641.2,167061.0,152064.2
Albania,2007,Potatoes,188902,1006.57,16.67,1485.0,24754.95,170745.0,157967.6
Albania,2008,Potatoes,193878,1069.54,16.71,1485.0,24814.350000000002,188902.0,165984.4
Albania,2009,Potatoes,219780,1132.5,16.73,1485.0,24844.05,193878.0,173986.4
Albania,2010,Potatoes,231111,1311.17,16.52,1485.0,24532.2,219780.0,188073.2
Albania,2011,Potatoes,242211,1302.63,16.45,1485.0,24428.25,231111.0,200883.2
Albania,2012,Potatoes,250538,766.25,16.7,1485.0,24799.5,242211.0,215176.4
Albania,2013,Potatoes,260110,982.32,17.41,1485.0,25853.85,250538.0,227503.6
Albania,1990,"Rice, paddy",23333,121.0,16.37,1485.0,24309.45,260110.0,240750.0
Albania,1991,"Rice, paddy",28538,121.0,15.36,1485.0,22809.6,23333.0,201460.6
Albania,1992,"Rice, paddy",40000,121.0,16.06,1485.0,23849.1,28538.0,160946.0
Albania,1993,"Rice, paddy",41786,121.0,16.05,1485.0,23834.25,40000.0,120503.8
Albania,1990,Sorghum,12500,121.0,16.37,1485.0,24309.45,41786.0,78753.4
Albania,1991,Sorghum,6667,121.0,15.36,1485.0,22809.6,12500.0,29231.4
Albania,1992,Sorghum,3747,121.0,16.06,1485.0,23849.1,6667.0,25898.2
Albania,1990,Soybeans,7000,121.0,16.37,1485.0,24309.45,3747.0,20940.0
Albania,1991,Soybeans,6066,121.0,15.36,1485.0,22809.6,7000.0,14340.0
Albania,1992,Soybeans,4507,121.0,16.06,1485.0,23849.1,6066.0,7196.0
Albania,1993,Soybeans,7998,121.0,16.05,1485.0,23834.25,4507.0,5597.4
Albania,1994,Soybeans,7927,201.0,16.96,1485.0,25185.600000000002,7998.0,5863.6
Albania,1995,Soybeans,11791,251.0,15.67,1485.0,23269.95,7927.0,6699.6
Albania,1996,Soybeans,15480,313.96,15.64,1485.0,23225.4,11791.0,7657.8
Albania,1997,Soybeans,12768,376.93,15.9,1485.0,23611.5,15480.0,9540.6
Albania,1998,Soybeans,14327,439.89,16.27,1485.0,24160.95,12768.0,11192.8
Albania,1999,Soybeans,17143,502.86,16.57,1485.0,24606.45,14327.0,12458.6
Albania,2000,Soybeans,15000,565.82,16.67,1485.0,24754.95,17143.0,14301.8
Albania,2001,Soybeans,20000,628.79,16.59,1485.0,24636.15,15000.0,14943.6
Albania,2002,Soybeans,20000,691.75,16.47,1485.0,24457.949999999997,20000.0,15847.6
Albania,2004,Soybeans,13333,817.68,16.16,1485.0,23997.6,20000.0,17294.0
Albania,2005,Soybeans,17500,880.64,15.67,1485.0,23269.95,13333.0,17095.2
Albania,2006,Soybeans,20000,943.61,15.92,1485.0,23641.2,17500.0,17166.6
Albania,2007,Soybeans,20000,1006.57,16.67,1485.0,24754.95,20000.0,18166.6
Albania,2008,Soybeans,20000,1069.54,16.71,1485.0,24814.350000000002,20000.0,18166.6
Albania,2009,Soybeans,16667,1132.5,16.73,1485.0,24844.05,20000.0,18166.6
Albania,2010,Soybeans,16667,1311.17,16.52,1485.0,24532.2,16667.0,18833.4
Albania,2011,Soybeans,18519,1302.63,16.45,1485.0,24428.25,16667.0,18666.8
Albania,2012,Soybeans,13333,766.25,16.7,1485.0,24799.5,18519.0,18370.6
Albania,2013,Soybeans,10000,982.32,17.41,1485.0,25853.85,13333.0,17037.2
Albania,1990,Wheat,30197,121.0,16.37,1485.0,24309.45,10000.0,15037.2
Albania,1991,Wheat,20698,121.0,15.36,1485.0,22809.6,30197.0,17743.2
Albania,1992,Wheat,24388,121.0,16.06,1485.0,23849.1,20698.0,18549.4
Albania,1993,Wheat,29976,121.0,16.05,1485.0,23834.25,24388.0,19723.2
Albania,1994,Wheat,24745,201.0,16.96,1485.0,25185.600000000002,29976.0,23051.8
Albania,1995,Wheat,28703,251.0,15.67,1485.0,23269.95,24745.0,26000.8
Albania,1996,Wheat,21741,313.96,15.64,1485.0,23225.4,28703.0,25702.0
Albania,1997,Wheat,28516,376.93,15.9,1485.0,23611.5,21741.0,25910.6
Albania,1998,Wheat,28037,439.89,16.27,1485.0,24160.95,28516.0,26736.2
Albania,1999,Wheat,24954,502.86,16.57,1485.0,24606.45,28037.0,26348.4
Albania,2000,Wheat,30455,565.82,16.67,1485.0,24754.95,24954.0,26390.2
Albania,2001,Wheat,28220,628.79,16.59,1485.0,24636.15,30455.0,26740.6
Albania,2002,Wheat,31617,691.75,16.47,1485.0,24457.949999999997,28220.0,28036.4
Albania,2004,Wheat,31130,817.68,16.16,1485.0,23997.6,31617.0,28656.6
Albania,2005,Wheat,31582,880.64,15.67,1485.0,23269.95,31130.0,29275.2
Albania,2006,Wheat,30787,943.61,15.92,1485.0,23641.2,31582.0,30600.8
Albania,2007,Wheat,35496,1006.57,16.67,1485.0,24754.95,30787.0,30667.2
Albania,2008,Wheat,40168,1069.54,16.71,1485.0,24814.350000000002,35496.0,32122.4
Albania,2009,Wheat,40229,1132.5,16.73,1485.0,24844.05,40168.0,33832.6
Albania,2010,Wheat,39905,1311.17,16.52,1485.0,24532.2,40229.0,35652.4
Albania,2011,Wheat,42301,1302.63,16.45,1485.0,24428.25,39905.0,37317.0
Albania,2012,Wheat,41096,766.25,16.7,1485.0,24799.5,42301.0,39619.8
Albania,2013,Wheat,41292,982.32,17.41,1485.0,25853.85,41096.0,40739.8
Algeria,1991,Maize,19231,2461.8,16.26,89.0,1447.14,16500.0,16500.0
Algeria,1992,Maize,22828,1215.47,16.27,89.0,1448.03,19231.0,17865.5
Algeria,1993,Maize,12500,1021.89,17.0,89.0,1513.0,22828.0,19519.666666666668
Algeria,1994,Maize,4512,1255.02,17.88,89.0,1591.32,12500.0,17764.75
Algeria,1995,Maize,16115,2697.09,17.36,89.0,1545.04,4512.0,15114.2
Algeria,1996,Maize,17154,479.77,16.76,89.0,1491.64,16115.0,15037.2
Algeria,1997,Maize,21417,401.22,17.84,89.0,1587.76,17154.0,14621.8
Algeria,1998,Maize,17222,322.84,17.14,89.0,1525.46,21417.0,14339.6
Algeria,1999,Maize,22375,654.45,17.97,89.0,1599.33,17222.0,15284.0
Algeria,2000,Maize,36186,603.67,17.9,89.0,1593.1,22375.0,18856.6
Algeria,2001,Maize,27175,710.11,18.13,89.0,1613.57,36186.0,22870.8
Algeria,2002,Maize,33480,816.55,17.85,89.0,1588.65,27175.0,24875.0
Algeria,2004,Maize,31729,3747.86,17.38,89.0,1546.82,33480.0,27287.6
Algeria,2005,Maize,33864,3662.87,17.19,89.0,1529.91,31729.0,30189.0
Algeria,2006,Maize,65668,4110.72,18.13,89.0,1613.57,33864.0,32486.8
Algeria,2007,Maize,85625,5390.79,17.42,89.0,1550.38,65668.0,38383.2
Algeria,2008,Maize,44714,11556.12,17.55,89.0,1561.95,85625.0,50073.2
Algeria,2009,Maize,30914,3867.99,17.78,89.0,1582.42,44714.0,52320.0
Algeria,2010,Maize,25827,1295.88,17.59,89.0,1565.51,30914.0,52157.0
Algeria,2011,Maize,23374,13861.76,17.79,89.0,1583.31,25827.0,50549.6
Algeria,2012,Maize,25583,17379.76,17.91,89.0,1593.99,23374.0,42090.8
Algeria,2013,Maize,33649,17278.65,17.65,89.0,1570.85,25583.0,30082.4
Algeria,1990,Potatoes,78936,1828.92,17.48,89.0,1555.72,33649.0,27869.4
Algeria,1991,Potatoes,90747,2461.8,16.26,89.0,1447.14,78936.0,37473.8
Algeria,1992,Potatoes,107917,1215.47,16.27,89.0,1448.03,90747.0,50457.8
Algeria,1993,Potatoes,111215,1021.89,17.0,89.0,1513.0,107917.0,67366.4
Algeria,1994,Potatoes,95078,1255.02,17.88,89.0,1591.32,111215.0,84492.8
Algeria,1995,Potatoes,136768,2697.09,17.36,89.0,1545.04,95078.0,96778.6
Algeria,1996,Potatoes,134629,479.77,16.76,89.0,1491.64,136768.0,108345.0
Algeria,1997,Potatoes,141042,401.22,17.84,89.0,1587.76,134629.0,117121.4
Algeria,1998,Potatoes,160256,322.84,17.14,89.0,1525.46,141042.0,123746.4
Algeria,1999,Potatoes,153532,654.45,17.97,89.0,1599.33,160256.0,133554.6
Algeria,2000,Potatoes,166143,603.67,17.9,89.0,1593.1,153532.0,145245.4
Algeria,2001,Potatoes,147018,710.11,18.13,89.0,1613.57,166143.0,151120.4
Algeria,2002,Potatoes,183774,816.55,17.85,89.0,1588.65,147018.0,153598.2
Algeria,2004,Potatoes,203585,3747.86,17.38,89.0,1546.82,183774.0,162144.6
Algeria,2005,Potatoes,216267,3662.87,17.19,89.0,1529.91,203585.0,170810.4
Algeria,2006,Potatoes,220689,4110.72,18.13,89.0,1613.57,216267.0,183357.4
Algeria,2007,Potatoes,189927,5390.79,17.42,89.0,1550.38,220689.0,194266.6
Algeria,2008,Potatoes,236393,11556.12,17.55,89.0,1561.95,189927.0,202848.4
Algeria,2009,Potatoes,250764,3867.99,17.78,89.0,1582.42,236393.0,213372.2
Algeria,2010,Potatoes,270526,1295.88,17.59,89.0,1565.51,250764.0,222808.0
Algeria,2011,Potatoes,292806,13861.76,17.79,89.0,1583.31,270526.0,233659.8
Algeria,2012,Potatoes,304291,17379.76,17.91,89.0,1593.99,292806.0,248083.2
Algeria,2013,Potatoes,303218,17278.65,17.65,89.0,1570.85,304291.0,270956.0
Algeria,1990,"Rice, paddy",28000,1828.92,17.48,89.0,1555.72,303218.0,284321.0
Algeria,1991,"Rice, paddy",26786,2461.8,16.26,89.0,1447.14,28000.0,239768.2
Algeria,1992,"Rice, paddy",24733,1215.47,16.27,89.0,1448.03,26786.0,191020.2
Algeria,1993,"Rice, paddy",23111,1021.89,17.0,89.0,1513.0,24733.0,137405.6
Algeria,1994,"Rice, paddy",21374,1255.02,17.88,89.0,1591.32,23111.0,81169.6
Algeria,1995,"Rice, paddy",19598,2697.09,17.36,89.0,1545.04,21374.0,24800.8
Algeria,1996,"Rice, paddy",17861,479.77,16.76,89.0,1491.64,19598.0,23120.4
Algeria,1997,"Rice, paddy",15000,401.22,17.84,89.0,1587.76,17861.0,21335.4
Algeria,1998,"Rice, paddy",15000,322.84,17.14,89.0,1525.46,15000.0,19388.8
Algeria,1999,"Rice, paddy",13942,654.45,17.97,89.0,1599.33,15000.0,17766.6
Algeria,2000,"Rice, paddy",13052,603.67,17.9,89.0,1593.1,13942.0,16280.2
Algeria,2001,"Rice, paddy",12314,710.11,18.13,89.0,1613.57,13052.0,14971.0
Algeria,2002,"Rice, paddy",12959,816.55,17.85,89.0,1588.65,12314.0,13861.6
Algeria,2004,"Rice, paddy",12829,3747.86,17.38,89.0,1546.82,12959.0,13453.4
Algeria,2005,"Rice, paddy",12998,3662.87,17.19,89.0,1529.91,12829.0,13019.2
Algeria,2006,"Rice, paddy",12769,4110.72,18.13,89.0,1613.57,12998.0,12830.4
Algeria,2007,"Rice, paddy",13375,5390.79,17.42,89.0,1550.38,12769.0,12773.8
Algeria,2008,"Rice, paddy",13952,11556.12,17.55,89.0,1561.95,13375.0,12986.0
Algeria,2009,"Rice, paddy",14594,3867.99,17.78,89.0,1582.42,13952.0,13184.6
Algeria,2010,"Rice, paddy",15305,1295.88,17.59,89.0,1565.51,14594.0,13537.6
Algeria,2011,"Rice, paddy",16081,13861.76,17.79,89.0,1583.31,15305.0,13999.0
Algeria,2012,"Rice, paddy",16667,17379.76,17.91,89.0,1593.99,16081.0,14661.4
Algeria,2013,"Rice, paddy",17778,17278.65,17.65,89.0,1570.85,16667.0,15319.8
Algeria,1990,Sorghum,16571,1828.92,17.48,89.0,1555.72,17778.0,16085.0
Algeria,1991,Sorghum,24231,2461.8,16.26,89.0,1447.14,16571.0,16480.4
Algeria,1992,Sorghum,40000,1215.47,16.27,89.0,1448.03,24231.0,18265.6
Algeria,1993,Sorghum,50000,1021.89,17.0,89.0,1513.0,40000.0,23049.4
Algeria,1995,Sorghum,12667,2697.09,17.36,89.0,1545.04,50000.0,29716.0
Algeria,1996,Sorghum,14750,479.77,16.76,89.0,1491.64,12667.0,28693.8
Algeria,1997,Sorghum,40000,401.22,17.84,89.0,1587.76,14750.0,28329.6
Algeria,1998,Sorghum,24500,322.84,17.14,89.0,1525.46,40000.0,31483.4
Algeria,1999,Sorghum,27000,654.45,17.97,89.0,1599.33,24500.0,28383.4
Algeria,2000,Sorghum,69500,603.67,17.9,89.0,1593.1,27000.0,23783.4
Algeria,2001,Sorghum,27750,710.11,18.13,89.0,1613.57,69500.0,35150.0
Algeria,2002,Sorghum,33900,816.55,17.85,89.0,1588.65,27750.0,37750.0
Algeria,2004,Sorghum,43316,3747.86,17.38,89.0,1546.82,33900.0,36530.0
Algeria,2005,Sorghum,33486,3662.87,17.19,89.0,1529.91,43316.0,40293.2
Algeria,2006,Sorghum,56728,4110.72,18.13,89.0,1613.57,33486.0,41590.4
Algeria,2007,Sorghum,119059,5390.79,17.42,89.0,1550.38,56728.0,39036.0
Algeria,2008,Sorghum,61786,11556.12,17.55,89.0,1561.95,119059.0,57297.8
Algeria,2009,Sorghum,90465,3867.99,17.78,89.0,1582.42,61786.0,62875.0
Algeria,2010,Sorghum,30286,1295.88,17.59,89.0,1565.51,90465.0,72304.8
Algeria,2011,Sorghum,100000,13861.76,17.79,89.0,1583.31,30286.0,71664.8
Algeria,2012,Sorghum,206000,17379.76,17.91,89.0,1593.99,100000.0,80319.2
Algeria,2013,Sorghum,60000,17278.65,17.65,89.0,1570.85,206000.0,97707.4
Algeria,1990,Wheat,6315,1828.92,17.48,89.0,1555.72,60000.0,97350.2
Algeria,1991,Wheat,10809,2461.8,16.26,89.0,1447.14,6315.0,80520.2
Algeria,1992,Wheat,9939,1215.47,16.27,89.0,1448.03,10809.0,76624.8
Algeria,1993,Wheat,8097,1021.89,17.0,89.0,1513.0,9939.0,58612.6
Algeria,1994,Wheat,7999,1255.02,17.88,89.0,1591.32,8097.0,19032.0
Algeria,1995,Wheat,8924,2697.09,17.36,89.0,1545.04,7999.0,8631.8
Algeria,1996,Wheat,13090,479.77,16.76,89.0,1491.64,8924.0,9153.6
Algeria,1997,Wheat,8016,401.22,17.84,89.0,1587.76,13090.0,9609.8
Algeria,1998,Wheat,8847,322.84,17.14,89.0,1525.46,8016.0,9225.2
Algeria,1999,Wheat,10711,654.45,17.97,89.0,1599.33,8847.0,9375.2
Algeria,2000,Wheat,9194,603.67,17.9,89.0,1593.1,10711.0,9917.6
Algeria,2001,Wheat,11104,710.11,18.13,89.0,1613.57,9194.0,9971.6
Algeria,2002,Wheat,10739,816.55,17.85,89.0,1588.65,11104.0,9574.4
Algeria,2004,Wheat,13582,3747.86,17.38,89.0,1546.82,10739.0,10119.0
Algeria,2005,Wheat,15057,3662.87,17.19,89.0,1529.91,13582.0,11066.0
Algeria,2006,Wheat,15068,4110.72,18.13,89.0,1613.57,15057.0,11935.2
Algeria,2007,Wheat,12742,5390.79,17.42,89.0,1550.38,15068.0,13110.0
Algeria,2008,Wheat,11038,11556.12,17.55,89.0,1561.95,12742.0,13437.6
Algeria,2009,Wheat,15975,3867.99,17.78,89.0,1582.42,11038.0,13497.4
Algeria,2010,Wheat,14838,1295.88,17.59,89.0,1565.51,15975.0,13976.0
Algeria,2011,Wheat,17405,13861.76,17.79,89.0,1583.31,14838.0,13932.2
Algeria,2012,Wheat,17639,17379.76,17.91,89.0,1593.99,17405.0,14399.6
Algeria,2013,Wheat,19100,17278.65,17.65,89.0,1570.85,17639.0,15379.0
Angola,1991,Cassava,40295,79.0,24.02,1010.0,24260.2,41177.0,41177.0
Angola,1992,Cassava,42295,23.0,23.96,1010.0,24199.600000000002,40295.0,40736.0
Angola,1993,Cassava,42295,169.0,24.15,1010.0,24391.5,42295.0,41255.666666666664
Angola,1994,Cassava,58596,25.5,24.04,1010.0,24280.399999999998,42295.0,41515.5
Angola,1995,Cassava,51000,336.0,24.56,1010.0,24805.6,58596.0,44931.6
Angola,1996,Cassava,48077,40.0,24.11,1010.0,24351.1,51000.0,46896.2
Angola,1997,Cassava,44205,40.0,24.06,1010.0,24300.6,48077.0,48452.6
Angola,1998,Cassava,55728,40.0,24.96,1010.0,25209.600000000002,44205.0,48834.6
Angola,1999,Cassava,59821,40.0,24.37,1010.0,24613.7,55728.0,51521.2
Angola,2000,Cassava,82992,40.0,24.41,1010.0,24654.1,59821.0,51766.2
Angola,2001,Cassava,94072,40.0,24.43,1010.0,24674.3,82992.0,58164.6
Angola,2002,Cassava,110071,40.0,24.79,1010.0,25037.899999999998,94072.0,67363.6
Angola,2004,Cassava,125605,40.0,24.22,1010.0,24462.199999999997,110071.0,80536.8
Angola,2005,Cassava,117628,40.0,24.41,1010.0,24654.1,125605.0,94512.2
Angola,2006,Cassava,117201,40.0,24.14,1010.0,24381.4,117628.0,106073.6
Angola,2007,Cassava,115387,40.0,24.24,1010.0,24482.399999999998,117201.0,112915.4
Angola,2008,Cassava,148084,40.0,24.27,1010.0,24512.7,115387.0,117178.4
Angola,2009,Cassava,151759,40.0,24.33,1010.0,24573.3,148084.0,124781.0
Angola,2010,Cassava,155782,40.0,24.44,1010.0,24684.4,151759.0,130011.8
Angola,2011,Cassava,133649,40.0,24.15,1010.0,24391.5,155782.0,137642.6
Angola,2012,Cassava,100073,40.0,24.24,1010.0,24482.399999999998,133649.0,140932.2
Angola,2013,Cassava,140517,40.0,24.55,1010.0,24795.5,100073.0,137869.4
Angola,1990,Maize,2736,64.0,24.12,1010.0,24361.2,140517.0,136356.0
Angola,1991,Maize,4013,79.0,24.02,1010.0,24260.2,2736.0,106551.4
Angola,1992,Maize,3778,23.0,23.96,1010.0,24199.600000000002,4013.0,76197.6
Angola,1993,Maize,2627,169.0,24.15,1010.0,24391.5,3778.0,50223.4
Angola,1994,Maize,2463,25.5,24.04,1010.0,24280.399999999998,2627.0,30734.2
Angola,1995,Maize,3517,336.0,24.56,1010.0,24805.6,2463.0,3123.4
Angola,1996,Maize,6993,40.0,24.11,1010.0,24351.1,3517.0,3279.6
Angola,1997,Maize,5959,40.0,24.06,1010.0,24300.6,6993.0,3875.6
Angola,1998,Maize,7396,40.0,24.96,1010.0,25209.600000000002,5959.0,4311.8
Angola,1999,Maize,6361,40.0,24.37,1010.0,24613.7,7396.0,5265.6
Angola,2000,Maize,5745,40.0,24.41,1010.0,24654.1,6361.0,6045.2
Angola,2001,Maize,5754,40.0,24.43,1010.0,24674.3,5745.0,6490.8
Angola,2002,Maize,6706,40.0,24.79,1010.0,25037.899999999998,5754.0,6243.0
Angola,2004,Maize,5404,40.0,24.22,1010.0,24462.199999999997,6706.0,6392.4
Angola,2005,Maize,6736,40.0,24.41,1010.0,24654.1,5404.0,5994.0
Angola,2006,Maize,4687,40.0,24.14,1010.0,24381.4,6736.0,6069.0
Angola,2007,Maize,5091,40.0,24.24,1010.0,24482.399999999998,4687.0,5857.4
Angola,2008,Maize,7946,40.0,24.27,1010.0,24512.7,5091.0,5724.8
Angola,2009,Maize,6614,40.0,24.33,1010.0,24573.3,7946.0,5972.8
Angola,2010,Maize,7200,40.0,24.44,1010.0,24684.4,6614.0,6214.8
Angola,2011,Maize,7376,40.0,24.15,1010.0,24391.5,7200.0,6307.6
Angola,2012,Maize,7770,40.0,24.24,1010.0,24482.399999999998,7376.0,6845.4
Angola,2013,Maize,9467,40.0,24.55,1010.0,24795.5,7770.0,7381.2
Angola,1990,Potatoes,40000,64.0,24.12,1010.0,24361.2,9467.0,7685.4
Angola,1991,Potatoes,40000,79.0,24.02,1010.0,24260.2,40000.0,14362.6
Angola,1992,Potatoes,40000,23.0,23.96,1010.0,24199.600000000002,40000.0,20922.6
Angola,1993,Potatoes,70000,169.0,24.15,1010.0,24391.5,40000.0,27447.4
Angola,1994,Potatoes,90000,25.5,24.04,1010.0,24280.399999999998,70000.0,39893.4
Angola,1995,Potatoes,76738,336.0,24.56,1010.0,24805.6,90000.0,56000.0
Angola,1996,Potatoes,70000,40.0,24.11,1010.0,24351.1,76738.0,63347.6
Angola,1997,Potatoes,68571,40.0,24.06,1010.0,24300.6,70000.0,69347.6
Angola,1998,Potatoes,62724,40.0,24.96,1010.0,25209.600000000002,68571.0,75061.8
Angola,1999,Potatoes,54597,40.0,24.37,1010.0,24613.7,62724.0,73606.6
Angola,2000,Potatoes,29885,40.0,24.41,1010.0,24654.1,54597.0,66526.0
Angola,2001,Potatoes,42552,40.0,24.43,1010.0,24674.3,29885.0,57155.4
Angola,2002,Potatoes,42754,40.0,24.79,1010.0,25037.899999999998,42552.0,51665.8
Angola,2004,Potatoes,20150,40.0,24.22,1010.0,24462.199999999997,42754.0,46502.4
Angola,2005,Potatoes,23646,40.0,24.41,1010.0,24654.1,20150.0,37987.6
Angola,2006,Potatoes,52148,40.0,24.14,1010.0,24381.4,23646.0,31797.4
Angola,2007,Potatoes,62138,40.0,24.24,1010.0,24482.399999999998,52148.0,36250.0
Angola,2008,Potatoes,85085,40.0,24.27,1010.0,24512.7,62138.0,40167.2
Angola,2009,Potatoes,86509,40.0,24.33,1010.0,24573.3,85085.0,48633.4
Angola,2010,Potatoes,87425,40.0,24.44,1010.0,24684.4,86509.0,61905.2
Angola,2011,Potatoes,81366,40.0,24.15,1010.0,24391.5,87425.0,74661.0
Angola,2012,Potatoes,69381,40.0,24.24,1010.0,24482.399999999998,81366.0,80504.6
Angola,2013,Potatoes,63303,40.0,24.55,1010.0,24795.5,69381.0,81953.2
Angola,1990,"Rice, paddy",9512,64.0,24.12,1010.0,24361.2,63303.0,77596.8
Angola,1991,"Rice, paddy",10000,79.0,24.02,1010.0,24260.2,9512.0,62197.4
Angola,1992,"Rice, paddy",9106,23.0,23.96,1010.0,24199.600000000002,10000.0,46712.4
Angola,1993,"Rice, paddy",8000,169.0,24.15,1010.0,24391.5,9106.0,32260.4
Angola,1994,"Rice, paddy",8750,25.5,24.04,1010.0,24280.399999999998,8000.0,19984.2
Angola,1995,"Rice, paddy",14615,336.0,24.56,1010.0,24805.6,8750.0,9073.6
Angola,1996,"Rice, paddy",17500,40.0,24.11,1010.0,24351.1,14615.0,10094.2
Angola,1997,"Rice, paddy",20000,40.0,24.06,1010.0,24300.6,17500.0,11594.2
Angola,1998,"Rice, paddy",20000,40.0,24.96,1010.0,25209.600000000002,20000.0,13773.0
Angola,1999,"Rice, paddy",14235,40.0,24.37,1010.0,24613.7,20000.0,16173.0
Angola,2000,"Rice, paddy",13454,40.0,24.41,1010.0,24654.1,14235.0,17270.0
Angola,2001,"Rice, paddy",13701,40.0,24.43,1010.0,24674.3,13454.0,17037.8
Angola,2002,"Rice, paddy",13198,40.0,24.79,1010.0,25037.899999999998,13701.0,16278.0
Angola,2004,"Rice, paddy",11584,40.0,24.22,1010.0,24462.199999999997,13198.0,14917.6
Angola,2005,"Rice, paddy",6977,40.0,24.41,1010.0,24654.1,11584.0,13234.4
Angola,2006,"Rice, paddy",4947,40.0,24.14,1010.0,24381.4,6977.0,11782.8
Angola,2007,"Rice, paddy",5143,40.0,24.24,1010.0,24482.399999999998,4947.0,10081.4
Angola,2008,"Rice, paddy",5084,40.0,24.27,1010.0,24512.7,5143.0,8369.8
Angola,2009,"Rice, paddy",6028,40.0,24.33,1010.0,24573.3,5084.0,6747.0
Angola,2010,"Rice, paddy",7403,40.0,24.44,1010.0,24684.4,6028.0,5635.8
Angola,2011,"Rice, paddy",8914,40.0,24.15,1010.0,24391.5,7403.0,5721.0
Angola,2012,"Rice, paddy",7703,40.0,24.24,1010.0,24482.399999999998,8914.0,6514.4
Angola,2013,"Rice, paddy",12744,40.0,24.55,1010.0,24795.5,7703.0,7026.4
Angola,2000,Sorghum,3333,40.0,24.41,1010.0,24654.1,12744.0,8558.4
Angola,2001,Sorghum,3571,40.0,24.43,1010.0,24674.3,3333.0,8019.4
Angola,2002,Sorghum,3400,40.0,24.79,1010.0,25037.899999999998,3571.0,7253.0
Angola,2004,Sorghum,3333,40.0,24.22,1010.0,24462.199999999997,3400.0,6150.2
Angola,2005,Sorghum,3333,40.0,24.41,1010.0,24654.1,3333.0,5276.2
Angola,2006,Sorghum,4091,40.0,24.14,1010.0,24381.4,3333.0,3394.0
Angola,2007,Sorghum,4031,40.0,24.24,1010.0,24482.399999999998,4091.0,3545.6
Angola,2008,Sorghum,929,40.0,24.27,1010.0,24512.7,4031.0,3637.6
Angola,2009,Sorghum,2480,40.0,24.33,1010.0,24573.3,929.0,3143.4
Angola,2010,Sorghum,2814,40.0,24.44,1010.0,24684.4,2480.0,2972.8
